customer_id,name,region,customer_type
224,Erica Taylor,Wisconsin,New
225,Michelle Ellis,Wisconsin,New
226,Nicole Adams,Colorado,New
227,Jacqueline Carter,New York,Regular
228,Nicole Barry,Texas,New
229,Brian Gilbert,Wisconsin,New
230,Kara Brown,Florida,Regular
231,Jacqueline Cunningham,California,Regular
232,Jason Turner,Texas,Regular
233,Melvin Henderson,Florida,Regular
234,Cameron Cook,Texas,New
235,Timothy Webb,Florida,Regular
236,Carol Morrison,New York,New
237,Troy Taylor,New York,Regular
238,Matthew Johnson,New York,Loyal
239,John Brown,Florida,New
240,Christopher Castro,Colorado,New
241,Jeremy Hanson,Texas,Regular
242,Alex Norman,Texas,New
243,Troy Graham,Colorado,Loyal
244,John Rodriguez,New York,New
245,Amy Hughes,Florida,New
246,William Carter,Texas,Regular
247,Aaron Smith,New York,Regular
248,Bobby Pham,Texas,New
249,John Cook,New York,Regular
250,Katie Davis,New York,Regular
251,Samantha Anderson,Florida,Regular
252,Dana Marshall,New York,New
253,Deborah Jackson,California,New
254,David Richard,California,Regular
255,Destiny Houston,California,Regular
256,Timothy Hoffman,Texas,Regular
257,Jason Thomas,Wisconsin,Regular
258,Kimberly Tyler,Wisconsin,Loyal
259,Melissa Walker,Texas,Regular
260,Laura Pratt,California,New
261,Antonio Reed,Alabama,Regular
262,Shannon Martin,Florida,New
263,Aaron Rodriguez,Florida,New
264,Susan Ford,Alabama,Regular
265,Tony Stanton,California,Regular
266,Steven Gonzalez,California,New
267,Jason Gonzalez,Florida,Regular
268,William Dunn,Florida,New
269,Carlos Davis,California,New
270,Samuel Sampson,Wisconsin,Regular
271,Diane Thomas,Wisconsin,Loyal
272,Matthew Watson,California,Regular
273,Sarah Mason,Texas,New
274,Michael Ruiz,Alabama,Regular
275,Tracey Lowe,Wisconsin,Regular
276,John Green,Florida,New
277,Peggy Cantu,California,New
278,Robert Frazier,Colorado,New
279,Melissa Perez,California,Loyal
280,Jeremy Johnson,Wisconsin,Regular
281,David Riley,New York,Regular
282,Jennifer Gould,New York,Regular
283,John Rodriguez,Colorado,Loyal
284,Betty Jackson,California,Loyal
285,Rebecca Davis,Florida,Loyal
286,James Maynard,Florida,Regular
287,Mr. Daniel Olsen,Wisconsin,Loyal
288,Steven Steele,Texas,Loyal
289,Allison Reynolds,New York,Regular
290,Vicki Lawrence,New York,New
291,Matthew Moore,Texas,Loyal
292,Jessica Hines,Wisconsin,Regular
293,David Davis,Colorado,Regular
294,Robert Thomas,New York,New
295,Jessica Anderson,Texas,Regular
296,Paul Weaver,Colorado,Regular
297,Hannah Lane,Texas,New
298,Vanessa Ferguson,Texas,Loyal
299,Lisa Jones,Florida,Regular
300,John Allen,California,Loyal
301,Sean Saunders,California,New
302,Ricky Vega,New York,New
303,Julie Brennan,Florida,New
304,Steven Ewing,New York,New
305,Jay Wheeler,California,Regular
306,Sylvia Welch,Florida,Regular
307,Alexander Cannon,Florida,Regular
308,Nancy Campos,New York,Regular
309,Patricia Gomez,Wisconsin,Regular
310,Martha Wade,Florida,Regular
311,Robert Blevins,Texas,Regular
312,Jessica Jones,California,Regular
313,Sydney Collins,New York,New
314,Nichole Koch,California,Regular
315,Mark Quinn,New York,New
316,Catherine Nelson,Alabama,New
317,Jessica Weber,Texas,Regular
318,Tina Pierce,California,Regular
319,Dominique Wilson,California,Regular
320,Richard Manning,New York,Regular
321,Sharon Solomon,Alabama,New
322,Dr. Morgan Greer,Florida,Regular
323,Jacob Davis,Colorado,Regular
324,Heather Myers,Colorado,New
325,Michael Hernandez,New York,Regular
326,Cynthia Taylor,California,Regular
327,Donald Meadows,Alabama,Regular
328,Daniel Ortiz,Wisconsin,Regular
329,Edward Thomas,California,New
330,Megan Lang,California,Regular
331,Karl Howard,Florida,Regular
332,Calvin Williams,Alabama,Regular
333,Monica Young,Wisconsin,New
334,Kayla Ochoa,Wisconsin,Regular
335,Chris Williams,New York,Regular
336,Samantha Reynolds,New York,Loyal
337,Mackenzie Jackson,Alabama,Regular
338,Blake Adkins,Florida,New
339,Christine Powell,Wisconsin,Loyal
340,Steven Fowler,Texas,Regular
341,Gregory Gonzalez,Florida,Regular
342,Brandon Johnson,California,Regular
343,Katelyn Martinez,California,Regular
344,Alison Allen,Florida,Regular
345,Mark Powell,Texas,New
346,Justin Parks,Florida,Regular
347,Nicholas Cunningham,Florida,Loyal
348,Kiara Francis,Wisconsin,New
349,John Benjamin,Florida,Loyal
350,Robert Turner,New York,New
351,Alexa Wheeler,Florida,Loyal
352,Nathan Johnson DDS,Wisconsin,Regular
353,Christopher Diaz,California,Regular
354,Joshua Fowler,Wisconsin,New
355,Gabriel Larsen,Texas,Regular
356,Jennifer Snyder,Florida,New
357,Sarah Jacobson,Alabama,New
358,Taylor Dixon,New York,Regular
359,Robert Stephens,California,Regular
360,John Holland,Texas,Regular
361,Jesus Bell,California,Loyal
362,Kent Phelps,Colorado,New
363,Aaron Holden,Alabama,Loyal
364,Matthew Hendrix,Florida,Regular
365,Tyrone Walton,California,New
366,Ann Frost,New York,New
367,Cody Simpson DDS,Colorado,Regular
368,Lauren Collins,Florida,New
369,David Davis,New York,Regular
370,Kathryn Higgins,Texas,Regular
371,Alec Oconnell,Florida,Loyal
372,Elizabeth Jackson,Texas,New
373,Jason Norris,Texas,Loyal
374,Jennifer Smith,Wisconsin,New
375,Elizabeth Robinson,New York,Regular
376,Kerri Fox,Texas,Loyal
377,April Roberts,New York,New
378,Nicholas Weber,Alabama,New
379,April Orozco,Florida,Regular
380,Eric Johnson,California,Regular
381,Ms. Jennifer Turner PhD,Wisconsin,New
382,Brian Chase,Wisconsin,Regular
383,Kyle Lin,Florida,Loyal
384,Larry Butler,New York,New
385,Miss Ariana Cochran MD,California,Loyal
386,Jonathan Wilkinson,Florida,Regular
387,Bonnie Roman,California,New
388,Julia Mccoy,Florida,Regular
389,Stephanie Page,Alabama,Loyal
390,Crystal Ford,New York,Regular
391,Latasha Bailey,Colorado,Regular
392,Joel Collins,Wisconsin,New
393,Michael Anderson,Texas,Loyal
394,Anne Reyes,Alabama,Regular
395,Stephanie Sanchez,Florida,Regular
396,John Saunders,Colorado,New
397,Veronica Hernandez,Colorado,Loyal
398,Dustin Hawkins,Texas,New
399,David Anderson,New York,Loyal
400,Kylie Moran,New York,Loyal
401,Mackenzie Levine,Texas,Regular
402,Sarah Mckenzie,Florida,Loyal
403,Tabitha Ewing,New York,Regular
404,Savannah Wilson,Florida,Regular
405,Heather Howell,Florida,New
406,Tony Neal III,New York,Regular
407,Leah James,California,New
408,Cassandra Baldwin,Florida,Regular
409,Joel Williams,Wisconsin,Regular
410,Tracy Bond,Wisconsin,New
411,Don Santiago,Wisconsin,Regular
412,Jasmine Morales,Florida,Loyal
413,Kevin Mcdonald,Alabama,Regular
414,Jennifer White,California,New
415,Jeremy Petersen,Florida,Loyal
416,Ricky Osborne,Colorado,Regular
417,Eric Christian,New York,Regular
418,Timothy Morse,Wisconsin,Regular
419,Jason Anderson,Florida,Regular
420,Jamie Klein,New York,Loyal
421,Amy Moore,Texas,New
422,Lindsay Warner,Florida,Loyal
423,Theresa Garza,Colorado,Loyal
424,Ashley Foster,Texas,Regular
425,Kylie Smith,Wisconsin,New
426,James Horn,Colorado,Regular
427,Lauren Guerrero,California,New
428,Erin Gonzales,Colorado,Loyal
429,Adam Mccarty,Wisconsin,Regular
430,Brandon Moreno,California,New
431,Jake Hardy,Colorado,Regular
432,William Adams,Florida,Loyal
433,Nathan Arnold,California,New
434,William Huffman,Texas,Regular
435,Anthony Lawrence,California,New
436,David Cruz,Florida,New
437,Diana Thompson,California,Regular
438,Mary Long,Colorado,New
439,Deborah Hernandez,Texas,Loyal
440,Ann Martin,California,Regular
441,Christopher White,Texas,Regular
442,Paul Shelton,California,Loyal
443,Christy Coleman,Colorado,New
444,Andrew Perkins,California,Regular
445,Nicholas Baker,Texas,New
446,Kimberly Ray,Florida,Regular
447,Rodney Wilson,Texas,Loyal
448,Aaron Bell,California,Regular
449,Jessica Hartman,New York,Regular
450,Edward Collins,Florida,New
451,Gregory Mooney,Alabama,Regular
452,Gabriela Roy,Alabama,New
453,Austin Reed,Texas,New
454,Brittany Alvarado,Florida,New
455,Alexa Moore,California,New
456,Richard Ferguson,New York,Loyal
457,Angela Farmer,Texas,New
458,Ronnie Sutton,Florida,Regular
459,Taylor Ortiz,Florida,New
460,Patricia Kennedy,Florida,New
461,Kurt Gallegos,Florida,Loyal
462,Jonathan Williams,Florida,Loyal
463,Kimberly Barnett,Florida,Regular
464,Derek Brown,New York,New
465,Amy Carter,Wisconsin,Regular
466,Nicholas Lewis,Texas,New
467,Jonathan Wheeler,California,Regular
468,Stanley Koch,Florida,Loyal
469,Kelly Freeman,New York,Loyal
470,Justin Sanders,Wisconsin,Regular
471,Alyssa Reynolds,Wisconsin,Regular
472,Cheryl Ho,Wisconsin,New
473,Samantha Brown,Texas,Regular
474,Craig Greer,Alabama,Regular
475,Elizabeth Lewis,Alabama,Loyal
476,Megan Lawson,Wisconsin,Loyal
477,Stephanie Smith,Alabama,Loyal
478,Ronald Robertson,Texas,New
479,David Watkins,California,New
480,Jennifer Ware,New York,New
481,Richard Baker,Florida,New
482,Melissa Bullock,Wisconsin,Loyal
483,Roger Chavez,California,Regular
484,Kathryn Anderson,California,Loyal
485,Aaron Wyatt,Florida,Loyal
486,Casey Higgins,Texas,Regular
487,Patricia Gould,Wisconsin,Loyal
488,Michael Johnson,Texas,Regular
489,Michael Harvey,California,Loyal
490,Jill Hernandez,Texas,Regular
491,Maria Craig,California,Loyal
492,Patrick Roberts,California,Regular
493,Tracey Anderson,Florida,New
494,Steve Branch,Alabama,Regular
495,Monica Maldonado,Wisconsin,Regular
496,Christopher Cruz,New York,Regular
497,Paul Olson,New York,Regular
498,Linda Anderson,Alabama,Regular
499,Adriana Valdez,Texas,Regular
500,Christopher Williams,Alabama,Loyal
501,Willie Woodard,California,New
502,Victoria Horton,Florida,Loyal
503,James Shah,Texas,Regular
504,Angela Wise,California,Regular
505,James Cuevas,Colorado,Regular
506,Cynthia Ruiz,Florida,New
507,Kelly Martin,Florida,Regular
508,James Thompson,Wisconsin,Regular
509,Rachel Villarreal,California,New
510,Jose Taylor,California,New
511,Julie Holt,Texas,Regular
512,Sharon Kelly,Colorado,Regular
513,Adriana Robles,California,Loyal
514,Jessica Obrien,California,Loyal
515,Robert Wilson,California,Regular
516,Adam Stevens,Texas,Regular
517,Jeremy Shaffer,Florida,Regular
518,David Dominguez,California,New
519,Dillon Jenkins,Texas,Regular
520,Jacob Sutton,California,Regular
521,David Lara,Wisconsin,New
522,Ryan Branch,Wisconsin,Regular
523,Todd Peters,Wisconsin,New
524,Leslie Robles,California,New
525,Miss Michelle Sampson,Alabama,Regular
526,Lauren Hanson,Wisconsin,Loyal
527,Joe Perez,New York,Regular
528,Ashley Jenkins,Alabama,Regular
529,Christine Chung,New York,Regular
530,Caitlyn Castro,Florida,Regular
531,Nina Mitchell,Colorado,Regular
532,Laurie Hancock,California,New
533,Eric Nelson,California,Regular
534,Francisco Wong,Florida,New
535,Tina Martin,Texas,Loyal
536,Laura Brown,New York,Regular
537,Valerie Frank,Florida,Regular
538,Gabrielle Johnson,Florida,Loyal
539,Daniel Clark,Florida,New
540,Christopher Gordon,Wisconsin,Regular
541,Megan Murphy,New York,Regular
542,Christopher Scott,Texas,Regular
543,Eric Sawyer,New York,Regular
544,Kristin Horton,New York,New
545,Justin Flores,Texas,Regular
546,Christina Fowler MD,Colorado,Regular
547,Tina Greer,Colorado,Regular
548,Angela Acosta,California,New
549,Tanner Martinez,Wisconsin,New
550,Michael Smith,Florida,New
551,Edward Garcia,Texas,Regular
552,Elizabeth Barton,Texas,New
553,Samuel Armstrong,Wisconsin,Loyal
554,Troy Nelson,Wisconsin,Loyal
555,Robert Cross,Florida,Regular
556,Michael Collins,Florida,Regular
557,Thomas Schneider,Florida,Regular
558,Jennifer Decker,California,Loyal
559,Kristina Johnson,Texas,New
560,James Mathews,Florida,Loyal
561,Tonya Ramos,Colorado,Loyal
562,Christopher Johnston,Wisconsin,New
563,Andrew Ferguson,Florida,Regular
564,Alicia Scott,Alabama,Loyal
565,Jesse Carter,Texas,Regular
566,Raymond James,Florida,Regular
567,Jessica Lynch,Texas,Regular
568,Julian Nelson,Colorado,New
569,Colton Lee,New York,Regular
570,Brandon Bennett,Florida,Regular
571,Nancy Shea,Wisconsin,Regular
572,Terry Shaw,New York,Regular
573,Renee Russell,Texas,New
574,Christopher Rogers,Wisconsin,New
575,Jacob Schultz,California,Regular
576,Richard Fischer,California,New
577,Randall Joseph,Florida,Regular
578,Shawn Hill,Florida,Regular
579,Tammy Lee,New York,Regular
580,Eric Perry,Wisconsin,Regular
581,Alicia Turner,New York,Regular
582,Alexandra West,Florida,Regular
583,Anthony Stanley,Florida,Regular
584,Terry Burgess,New York,New
585,Rachel Dougherty,California,Regular
586,Danielle Miller,Texas,Regular
587,Alexis Adkins DDS,Texas,Regular
588,Michael Jackson,California,New
589,Patrick Nielsen,California,Regular
590,Shirley Jarvis,Florida,New
591,Daniel Hoover,Colorado,Loyal
592,Tracy Ayers,California,Loyal
593,David Watson,California,Regular
594,Dean Kim,Colorado,Loyal
595,Julie Armstrong,Florida,New
596,Nicole White,Wisconsin,Regular
597,Maurice Thornton,California,Regular
598,Rachel Walters,Texas,Loyal
599,Jennifer Chambers,Florida,Loyal
600,Kathleen Jensen,Colorado,Regular
601,Tyler Ramirez,Colorado,Regular
602,Tammy Gonzalez,Florida,New
603,Mrs. Amber Brooks,New York,Regular
604,Jacob Juarez,Texas,Regular
605,Kristen Harvey,California,New
606,Jaime Lawrence,California,New
607,Jordan Petty,Colorado,Regular
608,Francisco Cobb,Wisconsin,Loyal
609,Brendan Jones,Wisconsin,Regular
610,Denise Pittman,California,Regular
611,Jeremy Mcdaniel,Florida,New
612,James Hernandez,Florida,Regular
613,Mr. David Parrish,Wisconsin,Regular
614,Jeremy Chapman,Wisconsin,New
615,Patrick Hamilton,New York,Loyal
616,Samuel Diaz,Florida,New
617,Bruce Gross,Florida,Loyal
618,Janet Finley,Florida,Regular
619,Amy Berger,California,Regular
620,Michael Chapman,Texas,Regular
621,Jeff Bass,California,New
622,Nichole Grant,Texas,Regular
623,Sarah Flowers,California,Loyal
624,Bradley Andrews,California,Loyal
625,Scott Stewart,Colorado,New
626,Mrs. Madeline Gonzales DDS,New York,Regular
627,Casey Duncan,Florida,New
628,Brian Roberts,Colorado,Regular
629,Patrick Wilkinson,Wisconsin,New
630,Deborah Allen,Texas,Regular
631,Crystal Marshall,California,Regular
632,Kevin Sullivan,California,Loyal
633,Nicole Grant,Texas,New
634,Christina Ross,New York,Regular
635,Kimberly Romero,Texas,Regular
636,Donald Wilson,New York,New
637,Jeremy Hill,California,Regular
638,Clinton Walker,Texas,Regular
639,Jennifer Curtis,Texas,New
640,Sarah Peters,Wisconsin,New
641,Edward Morris,California,Regular
642,Craig Martin,Florida,Regular
643,Charles Rosario,Wisconsin,New
644,Matthew Peterson,Colorado,Loyal
645,Mr. Brandon Thomas,Texas,New
646,Emily Conner,California,Regular
647,Melissa Roberts,Alabama,New
648,Paula Vance,New York,New
649,Anthony Payne,Alabama,Regular
650,Ashley Krueger,Texas,New
651,Gabriel Thompson,Wisconsin,New
652,Michael Ortega,Wisconsin,New
653,Olivia Mitchell,Florida,New
654,Lauren Yang,Florida,Regular
655,Daniel Day,Texas,Regular
656,Julie Lewis,California,Regular
657,Eddie Carrillo Jr.,Alabama,Regular
658,Pamela Patton,Texas,Regular
659,Hannah Robles,California,Loyal
660,Keith Monroe,California,New
661,Rickey Washington,Colorado,Loyal
662,Anthony Potter,California,Regular
663,Dawn Brooks,Wisconsin,Regular
664,Natalie Aguilar,Texas,Regular
665,Travis Ball,Colorado,New
666,Maria Bradford,Wisconsin,Regular
667,Carlos Wilcox,New York,Regular
668,Jason Medina MD,Florida,Regular
669,Jacqueline Hendrix,New York,Regular
670,Marvin Sanders,Wisconsin,Regular
671,Kimberly Carter,New York,Regular
672,Joshua Martin,Wisconsin,Regular
673,Rebecca Barnes,Colorado,Regular
674,Tina Reyes,Alabama,Loyal
675,David Allen,New York,Regular
676,Katrina Francis,Texas,New
677,Rodney Mendoza,Alabama,Loyal
678,Gregory Thomas,Wisconsin,Regular
679,Joshua Pitts,Texas,New
680,Lee Anderson,Colorado,New
681,Lisa Shaffer,California,Loyal
682,Stephanie Lester,Colorado,Regular
683,Brian Martinez,Wisconsin,Regular
684,Francisco Dixon,Colorado,Regular
685,Brenda Aguilar,New York,Loyal
686,Randall Hughes,Texas,Regular
687,Donald Vasquez,Texas,Regular
688,Kathryn Cobb,California,New
689,Jasmine Nelson MD,Texas,Loyal
690,Andrew Rodriguez,Texas,Regular
691,Patrick Green,Alabama,Loyal
692,Peter Sharp,Florida,New
693,David Ramsey,California,Regular
694,Jeffrey Ruiz,Wisconsin,New
695,Caitlin King,California,New
696,Kenneth Escobar,New York,Regular
697,Aaron Crosby,California,Regular
698,Stephen Farmer,Colorado,New
699,Natasha Kirk,Wisconsin,New
700,Sean Jones,California,Regular
701,Steven Reed,Texas,Regular
702,Adam Monroe,New York,New
703,Mr. Dale Reese,New York,Regular
704,Aaron Ingram,Colorado,New
705,Christine Martin,California,New
706,Adam Davidson,Texas,Regular
707,Margaret Gross,New York,New
708,Jose Williams,Texas,Regular
709,Emma Rodriguez,Florida,Regular
710,Keith Schmidt,Alabama,Regular
711,Joshua Kim,New York,New
712,Eduardo Alvarado,Alabama,New
713,Scott King,New York,Regular
714,Erica Duarte,Florida,Loyal
715,Gregory Eaton,Texas,Regular
716,Jason Adams,Wisconsin,Regular
717,Hayley Ashley,Wisconsin,New
718,Robert Thomas,Wisconsin,New
719,Alisha Nguyen,Texas,Regular
720,Nina Thomas,Florida,Loyal
721,Keith Avila,California,New
722,Loretta Lawrence,New York,New
723,Nathan Rice,Florida,Loyal
724,Tony Nunez,California,New
725,Desiree Moore,New York,Regular
726,Anna Conway,California,Regular
727,Gerald Anderson,California,Loyal
728,Micheal Adkins,New York,Loyal
729,Ashley Franklin,Florida,Regular
730,David Lucas,Wisconsin,Regular
731,Lisa Nelson,Texas,New
732,Penny Young,Colorado,Regular
733,Samuel Johnson,California,Regular
734,Barbara Ruiz,Colorado,New
735,Joseph Gonzalez,Colorado,Regular
736,Andrea Miller,Alabama,Regular
737,Kelly Keller,New York,Loyal
738,Jonathan Lara,New York,Loyal
739,Norma Richard,Wisconsin,Regular
740,Eric Soto,Florida,Loyal
741,Kelsey Lawson,Florida,Regular
742,Marissa Golden,California,New
743,Derek Golden,Texas,New
744,James Palmer,New York,New
745,Melissa Hall,Texas,Regular
746,Sophia Knight,Colorado,Regular
747,Amber Powers,Alabama,Regular
748,Whitney Ramos,Alabama,Loyal
749,Gerald Michael,California,New
750,Krista Phillips,Texas,Loyal
751,Michael Henson,Florida,Loyal
752,Michael Banks,California,New
753,Brandon Quinn,Wisconsin,Regular
754,Joseph Rivera,California,New
755,Connor Thomas,Texas,Regular
756,Leslie Williams,Florida,New
757,Nina Silva,Florida,Loyal
758,Isaiah Smith,Texas,New
759,James Moody,Florida,New
760,Sara Young,New York,New
761,Ashley Walker,Texas,Regular
762,Crystal Bryant,Wisconsin,Regular
763,Lisa Caldwell,New York,New
764,Jeff Schmidt,Texas,Regular
765,Jay Conley,New York,Loyal
766,Mark Wiggins,Texas,Loyal
767,Monica Mckinney,New York,Regular
768,Katherine Gordon,Colorado,Regular
769,Randall Porter,Colorado,Regular
770,Elizabeth Warren,California,New
771,Bradley Bradley,Colorado,Regular
772,Fernando Walker,Texas,Regular
773,Shawn Graham,Florida,Loyal
774,Lynn Moon,Colorado,New
775,Trevor Duffy,Alabama,New
776,Erika Mcgrath,Wisconsin,New
